Complaint_Text,Label
Loud grinding noise during drain. Drain pump impeller blades are cracked due to poor material.,QUALITY_ISSUE
Machine shakes heavily. Customer installed the machine on a pedestal without securing it correctly.,NON_QUALITY_ISSUE
"Intermittent power off. Faulty power switch internally, contacts are worn.",QUALITY_ISSUE
Water won't drain. Technician found the drain hose was deliberately blocked with a sock by a child.,NON_QUALITY_ISSUE
Drum spider arm stress fracture failure. Caused massive vibration and unit failure.,QUALITY_ISSUE
Customer confused by the symbols on the detergent drawer. Requested explanation of the compartments.,NON_QUALITY_ISSUE
"Main control board dead-on-arrival (DOA). No power, no display.",QUALITY_ISSUE
Machine stopped. Low voltage supply on the power line confirmed due to house wiring issue.,NON_QUALITY_ISSUE
Drum wobbles excessively. Suspension rod mounting brackets bent due to weak metal.,QUALITY_ISSUE
"Clothes are still soapy. Customer set the machine to the 'Economy' cycle, which uses less water.",NON_QUALITY_ISSUE
Water is backflowing into the drum. Non-return valve in the pump has a faulty seal.,QUALITY_ISSUE
Customer complains of slow cycle times. Found customer is using the 'Stain Soak' option on every wash.,NON_QUALITY_ISSUE
Machine trips breaker during spin. Short circuit in the motor winding insulation.,QUALITY_ISSUE
Filter full of hairpins and paper clips. Normal accumulation of debris. Advised customer to check pockets.,NON_QUALITY_ISSUE
Control panel randomly resets mid-cycle. Poor quality filtering capacitor on the PCB power line.,QUALITY_ISSUE
Machine won't start. Door is open. Customer forgot to close the top-loader lid.,NON_QUALITY_ISSUE
Door interlock assembly has a broken plastic frame. Fails to latch the door securely.,QUALITY_ISSUE
Customer requesting service because the machine smells burnt. Found a plastic bag had melted onto the heating element.,NON_QUALITY_ISSUE
Water leaking from the pump housing seal. Gasket material is brittle and cracked after 1 year.,QUALITY_ISSUE
Clothes are covered in fluff. Customer is washing towels with dark wool clothing.,NON_QUALITY_ISSUE
Display screen is completely dark. Backlight LED array on the fascia board failed.,QUALITY_ISSUE
Installation issue: Drain hose is too long and causes poor siphoning/draining performance.,NON_QUALITY_ISSUE
Drum is not spinning fast enough. Faulty triac on the MCB causing reduced voltage to the motor.,QUALITY_ISSUE
Customer complains of white streaks. Customer is using powdered detergent without water flow in the dispenser.,NON_QUALITY_ISSUE
Loud clicking noise when motor starts. Drive belt tensioner pulley bearing is seized.,QUALITY_ISSUE
Water leaks from the back hose connection. Customer used pliers and damaged the hose thread.,NON_QUALITY_ISSUE
Unit stops with error E50. Communication failure between the inverter board and the main PCB.,QUALITY_ISSUE
Clothes are soaking wet. Customer only uses the 'Water Only' cycle for pre-soaking and forgot to select spin.,NON_QUALITY_ISSUE
Heating element failed. Open circuit detected after 3 months of use.,QUALITY_ISSUE
Customer used heavy-duty industrial cleaning chemicals which corroded the internal rubber tubing.,NON_QUALITY_ISSUE
Machine shakes violently. Technician found the drum suspension cable snapped during spin.,QUALITY_ISSUE
Unit makes a grinding sound. Technician found a piece of metal flashing caught in the drain pump impeller.,NON_QUALITY_ISSUE
Intermittent failure to spin. Tacho sensor wire is frayed and making poor contact.,QUALITY_ISSUE
Customer requesting service for replacement drain pump hose due to accidental slicing during DIY.,NON_QUALITY_ISSUE
Door handle snapped. Poor injection molding quality in the plastic mechanism.,QUALITY_ISSUE
Water pressure is low. Technician confirmed the municipal supply pressure is below 15 PSI.,NON_QUALITY_ISSUE
Unit leaks from the soap drawer. Gasket seal failure on the water inlet manifold.,QUALITY_ISSUE
Customer reports clothes are still dirty. Advised to pre-treat stains before washing.,NON_QUALITY_ISSUE
Error C3: Pressure switch reports overfill. Switch diaphragm is defective.,QUALITY_ISSUE
"Machine stops with E7 error. Found customer manually unplugged the machine mid-cycle, corrupting the memory.",NON_QUALITY_ISSUE
Machine trips main breaker. Short in the motor harness plug due to water ingress.,QUALITY_ISSUE
Customer complains of a vibrating noise. Found the machine was too close to a wall and rattling against it.,NON_QUALITY_ISSUE
Rust is showing on the inner drum baffle. Poor stainless steel finishing.,QUALITY_ISSUE
"Clothes are stiff and scratchy. Customer is using too little detergent, preventing proper suspension of minerals.",NON_QUALITY_ISSUE
"Machine makes a high-pitched noise. Main motor bearing failed, requiring replacement.",QUALITY_ISSUE
Drain hose keeps falling out of the standpipe. Customer failed to use the provided U-bend guide.,NON_QUALITY_ISSUE
Water continuously fills the drum. Hot water solenoid valve is stuck open.,QUALITY_ISSUE
Customer reports clothes are too hot. Found customer selected the highest temperature setting for all loads.,NON_QUALITY_ISSUE
Main control board is non-responsive. Corrupted firmware after a failed update attempt.,QUALITY_ISSUE
"Machine shakes heavily. Found the machine was installed on a carpeted floor, which compresses unevenly.",NON_QUALITY_ISSUE
Drum is dragging/scraping. The rear drum plate is warped due to poor quality control.,QUALITY_ISSUE
Water won't drain completely. Technician found a large buildup of fabric softener residue in the drain path.,NON_QUALITY_ISSUE
Unit stops with error H2. Communication chip on the display board is failing intermittently.,QUALITY_ISSUE
Customer reports clothes have lint. Advised customer on proper loading techniques (full loads are better).,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a flaw in the molding process causing a thin spot.,QUALITY_ISSUE
Machine makes an odd smell. Customer is washing heavily oily work clothes without pre-soaking.,NON_QUALITY_ISSUE
Motor only runs one direction. One of the main phase wires in the harness is open circuit.,QUALITY_ISSUE
Customer reports machine stops. Found the external water shut-off valve was accidentally turned off.,NON_QUALITY_ISSUE
Loud thumping noise during spin. Broken counterweight mounting stud.,QUALITY_ISSUE
Clothes are still damp. Customer is running a small load on the shortest dry setting (combi unit).,NON_QUALITY_ISSUE
Display lights are too dim to read. Faulty resistor array on the display board.,QUALITY_ISSUE
"Customer used too much bleach, which caused the fabric to tear.",NON_QUALITY_ISSUE
Machine stops with E40 error. Door lock plunger solenoid is internally seizing up.,QUALITY_ISSUE
Drain hose has a large puncture. Customer damaged it while moving furniture.,NON_QUALITY_ISSUE
Intermittent heating failure. Wiring harness to the thermistor is frayed and shorting.,QUALITY_ISSUE
Water won't drain. Technician found a wad of tissue paper blocking the drain pump filter.,NON_QUALITY_ISSUE
Machine will not fully power on. Main PCB has a cold solder joint on the primary power input.,QUALITY_ISSUE
Clothes are not clean. Customer is overloading the machine past the recommended line.,NON_QUALITY_ISSUE
"Drum spins, but only very slowly. Capacitor failure in the motor start circuit.",QUALITY_ISSUE
Unit makes a loud rattling sound. Technician found a loose plastic panel cover inside the cabinet.,QUALITY_ISSUE
Water leaks from the back during filling. Inlet hose has a manufacturing flaw causing a pinhole leak.,QUALITY_ISSUE
Customer reports clothes are tangled. Advised customer to use a laundry bag for delicate items.,NON_QUALITY_ISSUE
Unit stops with error F7. Motor control board is failing to communicate with the main PCB.,QUALITY_ISSUE
"Machine is very loud. Customer installed it on an untreated concrete floor, amplifying noise.",NON_QUALITY_ISSUE
Drum makes a severe scraping sound. Drum spider arm bearing race has completely failed.,QUALITY_ISSUE
Clothes still wet. Customer is using the 'Damp Dry' setting on the combi unit.,NON_QUALITY_ISSUE
"Pressure switch stuck low. Machine continues to fill, causing water to overflow from the air vent.",QUALITY_ISSUE
Customer complains of a smell. Found excessive lint buildup in the drum vent pipes (combi unit).,NON_QUALITY_ISSUE
Door seal has severe mold growth. Advised customer on proper door cleaning and leaving it ajar.,NON_QUALITY_ISSUE
Unit stops with error E30. Water level sensor is intermittent due to internal corrosion.,QUALITY_ISSUE
Machine leaks from the front. Technician found a small crack in the plastic fascia near the detergent drawer.,QUALITY_ISSUE
"Customer used too much fabric softener, leading to an excessive suds error.",NON_QUALITY_ISSUE
Loud banging noise during spin. Broken shock absorber mounting pin on the chassis.,QUALITY_ISSUE
"Clothes are still soapy. Customer is using the 'Super Quick' cycle for heavily soiled, full loads.",NON_QUALITY_ISSUE
Main PCB fails to start. Faulty voltage regulator chip.,QUALITY_ISSUE
Machine is dead. Found the house power was interrupted by utility work outside.,NON_QUALITY_ISSUE
Drain pump makes a loud grinding noise. Impeller is scraping the pump casing due to a defect.,QUALITY_ISSUE
Customer reports clothes are still dirty. Technician found the water temperature sensor is reading too low.,QUALITY_ISSUE
Water leaks from the drain hose connection. Customer failed to secure the clamp correctly during installation.,NON_QUALITY_ISSUE
Customer complained of clothes shrinkage. Advised on using the 'Wool/Handwash' cycle instead of cotton.,NON_QUALITY_ISSUE
Drum spider arm failed prematurely. Cast iron component had an internal void/bubble from manufacturing.,QUALITY_ISSUE
Water won't fill. Customer's external water softener unit is completely out of salt.,NON_QUALITY_ISSUE
Machine trips the main breaker. Short in the motor control wiring harness insulation.,QUALITY_ISSUE
"Clothes are stiff. Customer is using a high spin speed for heavy cottons, causing fiber stiffening.",NON_QUALITY_ISSUE
Door lock indicator light flashes rapidly. Defective micro-switch inside the interlock mechanism.,QUALITY_ISSUE
Customer reports odd noises. Found a small stone stuck in one of the drum holes.,NON_QUALITY_ISSUE
"Water leaks from the soap drawer. Water inlet jet is misaligned, splashing water out of the tray.",QUALITY_ISSUE
Machine vibrates heavily. Technician found that only one of the four shipping bolts was removed.,NON_QUALITY_ISSUE
"Unit fails to turn on. The main PCB fuse holder has poor contact, causing intermittent power.",QUALITY_ISSUE
"Customer used excessive fabric softener, leading to residue buildup in the drain pump filter.",NON_QUALITY_ISSUE
Motor runs but drum is silent. Drive belt is broken (premature failure after 1 year).,QUALITY_ISSUE
Clothes are still wet. Customer only uses the machine for hand-washing baby clothes and no spin is selected.,NON_QUALITY_ISSUE
Loud metallic noise during spin. Drum support bearing race is completely disintegrated.,QUALITY_ISSUE
Customer reports cycle times are short. Technician found the machine was set to the 'Quick Wash 15min' program.,NON_QUALITY_ISSUE
"Unit stops with error F9. Water fill valve solenoid is stuck open, causing continuous filling.",QUALITY_ISSUE
"Machine leaks from the back. Customer used old, stiff water inlet hoses which cracked upon installation.",NON_QUALITY_ISSUE
Control panel unresponsive. Touch sensor ribbon cable is shorting intermittently.,QUALITY_ISSUE
Clothes smell burnt. Found customer had overloaded the dryer and the drum couldn't tumble properly.,NON_QUALITY_ISSUE
Water is left in the tub. Drain pump impeller blades are partially melted due to manufacturing heat flaw.,QUALITY_ISSUE
Customer reports machine stops. Found the external power socket is faulty and needs replacement.,NON_QUALITY_ISSUE
Machine fills with cold water only. Hot water inlet valve solenoid is dead.,QUALITY_ISSUE
Detergent dispenser is clogged. Advised customer to only use HE (High Efficiency) detergent.,NON_QUALITY_ISSUE
Drum is not rotating. Motor capacitor failed (shorted out).,QUALITY_ISSUE
Clothes have residue. Customer is using too much non-HE powder detergent in an HE machine.,NON_QUALITY_ISSUE
Intermittent power failure. Internal EMI filter board component failed (burnt resistor).,QUALITY_ISSUE
Machine is vibrating. Technician found a heavy imbalance in the load (one wet rug).,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a small defect in the injection molding (air pocket).,QUALITY_ISSUE
Customer requesting service for replacement drain hose which was cut by a sharp object during movement.,NON_QUALITY_ISSUE
Motor makes a loud buzzing and fails to spin. Motor control board MOSFET failed.,QUALITY_ISSUE
Clothes are tangled. Customer loads clothes by stuffing them into the drum tightly.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Water level sensor tube is pinched due to faulty routing.,QUALITY_ISSUE
"Customer complains of a smell. Found pet hair buildup in the drain filter, causing odor.",NON_QUALITY_ISSUE
Rust is visible on the stainless steel tub lip. Poor quality material used in the tub trim.,QUALITY_ISSUE
"Unit vibrates heavily. Customer lives in a poorly constructed mobile home, causing floor instability.",NON_QUALITY_ISSUE
Error L3: Door interlock failure. Latch mechanism is bent due to internal spring fatigue.,QUALITY_ISSUE
Clothes are fading. Advised customer on using a cold wash cycle for all colored clothes.,NON_QUALITY_ISSUE
Main PCB randomly resets. Power supply line on the board has intermittent short.,QUALITY_ISSUE
Machine fills too slowly. Customer's internal stopcock is only opened halfway.,NON_QUALITY_ISSUE
Drum is scratching the tub. Suspension rod snapped clean off during spin.,QUALITY_ISSUE
Water won't fill. Technician found the mesh filter inside the fill valve completely blocked with dirt.,NON_QUALITY_ISSUE
Water continuously drains. Anti-siphon valve diaphragm is ruptured.,QUALITY_ISSUE
Customer reports clothes are ripped. Found a zipper was caught in the door seal rubber.,NON_QUALITY_ISSUE
Loud clicking noise when unit is idle. Control board relay is sticking on and off randomly.,QUALITY_ISSUE
Machine stopped. Technician found a power surge in the house caused the house breaker to trip.,NON_QUALITY_ISSUE
Machine fills with hot water even on cold setting. Hot water inlet valve is leaking internally.,QUALITY_ISSUE
"Customer used harsh chemicals to clean the drum, which caused corrosion on the stainless steel.",NON_QUALITY_ISSUE
Drum is silent during agitation. Motor winding is completely open circuit.,QUALITY_ISSUE
Clothes are too wrinkled. Customer is running full loads at the maximum spin speed.,NON_QUALITY_ISSUE
Error F10 displayed. Communication failure on the CAN bus between the main and display boards.,QUALITY_ISSUE
Machine leaks from the drain hose. Customer failed to secure the hose with the provided clip at the standpipe.,NON_QUALITY_ISSUE
Water level sensor stuck low. Machine continues to fill until it overflows.,QUALITY_ISSUE
Customer reports machine stops. Found a large blockage in the external main drain line.,NON_QUALITY_ISSUE
Door handle snapped. Poor injection molding quality in the plastic component.,QUALITY_ISSUE
Clothes are still soapy. Customer used the 'Rinse Hold' feature for an extended period and forgot to run the final spin.,NON_QUALITY_ISSUE
Loud scraping during spin. Drum support bearing shattered due to manufacturing defect.,QUALITY_ISSUE
Customer complains of a musty smell. Advised on cleaning the rubber door gasket and running a hot maintenance cycle.,NON_QUALITY_ISSUE
Unit leaks from the door seal. Seal has a cut from the factory trimming process.,QUALITY_ISSUE
Machine vibrates heavily. Technician found the unit was installed on an unstable platform/pedestal.,NON_QUALITY_ISSUE
Heating element failed. Open circuit detected after 6 months. Premature failure due to poor quality material.,QUALITY_ISSUE
Clothes are still dirty. Customer is using the 'Quick Wash' setting for extremely soiled work uniforms.,NON_QUALITY_ISSUE
Machine trips main breaker. Short in the heater terminal wiring due to water splash.,QUALITY_ISSUE
Customer reports slow spin. Advised customer that the machine automatically lowers spin speed for small loads.,NON_QUALITY_ISSUE
Drum is not rotating. Drive belt is slipping due to excessive wear (premature failure).,QUALITY_ISSUE
Water won't drain. Technician found a large piece of pet toy blocking the drain pump filter.,NON_QUALITY_ISSUE
Loud grinding from the pump. Impeller is scraping the casing due to misalignment of the motor shaft.,QUALITY_ISSUE
Customer complaints of faded colors. Advised on using a detergent specifically for dark colors.,NON_QUALITY_ISSUE
Water leaks from the tub-to-pump hose. Manufacturing defect in the hose joint weld.,QUALITY_ISSUE
Unit is dead. Customer has an external power timer which was set incorrectly.,NON_QUALITY_ISSUE
Error C9: Pressure switch failure. Switch is stuck at maximum level.,QUALITY_ISSUE
"Customer using non-liquid softener in the liquid dispenser, causing clogging.",NON_QUALITY_ISSUE
Intermittent power failure. Loose internal wiring harness connector on the main PCB.,QUALITY_ISSUE
Machine vibrating. Technician found the legs were installed unevenly and required manual adjustment.,NON_QUALITY_ISSUE
Drum is silent during spin. Motor control board is completely unresponsive (DOA).,QUALITY_ISSUE
Customer reports water not filling. Found the household main water tap was partially closed.,NON_QUALITY_ISSUE
Loud metallic squealing. Drum spider arm cracked and rubbing against the tub.,QUALITY_ISSUE
Clothes are still wet. Customer only selected the 'Drain Only' cycle.,NON_QUALITY_ISSUE
Main PCB fuse blows immediately on power up. Internal component shorted.,QUALITY_ISSUE
Machine makes a strange noise. Found a loose coin in the detergent drawer causing rattling.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a small puncture from a sharp object caught in the wash.,NON_QUALITY_ISSUE
Unit keeps stopping. Technician found the wall socket was loose and arcing.,NON_QUALITY_ISSUE
Machine fills with hot water on cold setting. Cold water valve is leaking internally.,QUALITY_ISSUE
Customer complains of soap residue. Advised on using the specific 'Rinse and Spin' cycle after heavy loads.,NON_QUALITY_ISSUE
Drum bearing failure. Loud grinding noise. Bearing material defect caused early failure.,QUALITY_ISSUE
Clothes are tangled. Customer loads a mix of heavy jeans and light shirts together.,NON_QUALITY_ISSUE
Error F08 displayed. Door interlock solenoid is sticking and not engaging properly.,QUALITY_ISSUE
Water won't drain. Found the drain hose was incorrectly placed higher than 36 inches.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Software logic error due to a bug in the latest firmware update.,QUALITY_ISSUE
"Customer used too much homemade liquid detergent, resulting in excessive suds error.",NON_QUALITY_ISSUE
Water leaks from the drain pump housing. Casing joint not sealed correctly at the factory.,QUALITY_ISSUE
Clothes are still soaking wet. Customer selected the 'Delicate' cycle with the lowest spin speed option.,NON_QUALITY_ISSUE
Loud thumping noise. Broken suspension spring anchor point on the tub.,QUALITY_ISSUE
Machine makes a high-pitched noise. Advised customer on the normal sound profile of the new variable-speed motor.,NON_QUALITY_ISSUE
Machine fails to heat. Heater connection on the PCB is corroded and open circuit.,QUALITY_ISSUE
Customer reports water pressure is low. Found the water company is doing pipeline maintenance.,NON_QUALITY_ISSUE
Drum is scratching the tub. Suspension arm snapped at the weld point.,QUALITY_ISSUE
Customer requesting replacement inlet hose after it was damaged during installation by a third party.,NON_QUALITY_ISSUE
Motor overheats and shuts down. Thermal overload protection switch is defective.,QUALITY_ISSUE
Unit vibrates excessively. Found the installation surface is uneven stone tile.,NON_QUALITY_ISSUE
Display is flickering and dim. Backlight LED control circuit failed.,QUALITY_ISSUE
"Clothes have lint. Customer is washing a mixture of old, worn towels with new dark clothes.",NON_QUALITY_ISSUE
Intermittent power off. Loose connection in the main power loom inside the chassis.,QUALITY_ISSUE
Machine stops. Customer reports a power fluctuation in the house during a thunderstorm.,NON_QUALITY_ISSUE
Water continuously fills and drains. Anti-siphon diaphragm failed.,QUALITY_ISSUE
"Customer used a foreign brand's drain hose that was too thick, preventing proper flow.",NON_QUALITY_ISSUE
Loud clicking noise when door opens. Door release solenoid plunger is damaged internally.,QUALITY_ISSUE
Water won't drain. Technician found a child's small plastic toy stuck in the drain pump filter.,NON_QUALITY_ISSUE
"Main PCB dead. Voltage surge protection circuit failed, destroying the processor.",QUALITY_ISSUE
Clothes are not clean. Customer uses a quick wash for heavily soiled gardening clothes.,NON_QUALITY_ISSUE
Drum is not rotating. Motor control board MOSFET shorted out.,QUALITY_ISSUE
Machine makes a squealing sound. Advised customer to check the drum for coins or debris.,NON_QUALITY_ISSUE
Rust is forming on the exterior cabinet. Paint defect caused premature corrosion.,QUALITY_ISSUE
"Customer complains of a musty smell. Advised on cleaning the detergent drawer, which had a heavy build-up of mold.",NON_QUALITY_ISSUE
Loud grinding during drain. Pump impeller broke off the motor shaft due to poor adhesion.,QUALITY_ISSUE
Machine stopped. Found customer did not fully close the top-loader lid.,NON_QUALITY_ISSUE
Water leaks from the tub seal. Seal rubber is cracked prematurely.,QUALITY_ISSUE
Clothes are still damp. Customer selected the 'No Heat Dry' option (combi unit).,NON_QUALITY_ISSUE
Unit fails to start. Main power button contacts are worn and not engaging reliably.,QUALITY_ISSUE
"Customer using non-liquid fabric softener, which clogged the dispenser line.",NON_QUALITY_ISSUE
Error E10: Water level sensor stuck high. Tub is overflowing.,QUALITY_ISSUE
Machine makes a clunking noise. Technician found the machine was installed on an unstable wooden platform.,NON_QUALITY_ISSUE
Machine fills with hot water only. Cold water valve solenoid is stuck open due to component failure.,QUALITY_ISSUE
Clothes are damaged. Found customer washed shoes with the rest of the laundry.,NON_QUALITY_ISSUE
Loud metallic scrape during agitation. Drum spider arm cracked due to metal fatigue.,QUALITY_ISSUE
Customer reports water pressure is too low. Found customer's house main water valve is old and partially restricted.,NON_QUALITY_ISSUE
Intermittent heating failure. Wiring harness to the thermistor is loose on the main PCB.,QUALITY_ISSUE
Drain hose is leaking. Customer is reusing a hose that had a previous pinhole repair attempt with tape.,NON_QUALITY_ISSUE
Machine trips GFCI outlet. Short circuit in the drain pump motor winding.,QUALITY_ISSUE
Customer complains of lint. Advised on cleaning the lint filter after every drying cycle (combi unit).,NON_QUALITY_ISSUE
Display panel completely blank. Faulty LCD screen component (dead pixels).,QUALITY_ISSUE
Unit vibrates excessively. Technician found the machine was not properly leveled and rocking.,NON_QUALITY_ISSUE
Drum not rotating. Motor capacitor failed (open circuit).,QUALITY_ISSUE
"Clothes are tangled. Customer overloads the machine, causing clothes to tightly knot during agitation.",NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a small pinhole from a manufacturing defect.,QUALITY_ISSUE
Machine smells burnt. Found heavy fluff buildup in the heat element area of the combi unit.,NON_QUALITY_ISSUE
Main PCB randomly shuts down. Poor quality voltage regulator chip failed under load.,QUALITY_ISSUE
Customer reports slow fill. Technician found the water inlet hose has a severe kink restricting flow.,NON_QUALITY_ISSUE
Loud banging noise during spin. Broken drum counterweight mounting bolt.,QUALITY_ISSUE
Clothes are too wrinkled. Customer leaves them in the drum for an entire day after the cycle finishes.,NON_QUALITY_ISSUE
Error F11: Communication loss between the main PCB and the display module.,QUALITY_ISSUE
Machine won't drain. Customer forgot to set the machine to 'Spin' after using 'Rinse Hold'.,NON_QUALITY_ISSUE
Water continuously fills the drum. Inlet valve solenoid plunger is stuck open.,QUALITY_ISSUE
Technician reports excessive limescale buildup on the heater. Customer lives in a high hardness water area.,NON_QUALITY_ISSUE
Drum is not spinning fast enough. Tacho sensor is giving erratic readings.,QUALITY_ISSUE
Customer requesting service because the rubber feet are worn down after 5 years of heavy use.,NON_QUALITY_ISSUE
Door lock indicator light flashes. Solenoid mechanism is physically jammed due to poor tolerance.,QUALITY_ISSUE
Machine vibrates. Technician found a small blanket had bunched up on one side of the drum.,NON_QUALITY_ISSUE
Loud grinding noise during wash. Tub bearing failed prematurely after 1 year.,QUALITY_ISSUE
Customer reports clothes are still soapy. Advised to reduce detergent dosage for soft water supply.,NON_QUALITY_ISSUE
"Machine stops mid-cycle. Water pressure sensor is faulty, sending low-pressure readings when pressure is normal.",QUALITY_ISSUE
Clothes damaged. Customer washed delicate items with heavy-duty towels and sharp items.,NON_QUALITY_ISSUE
Main PCB is dead. Burnt trace visible near the power input inductor.,QUALITY_ISSUE
Drain hose is leaking profusely. Customer used a razor blade to cut the end for a better fit.,NON_QUALITY_ISSUE
Water leaks from the soap dispenser area. Gasket seal failure on the dispenser water manifold.,QUALITY_ISSUE
Machine is loud during agitation. Found customer's house water pressure is abnormally high (80 PSI).,NON_QUALITY_ISSUE
Rust spots on the inner drum baffle. Poor quality control on the stainless steel finish.,QUALITY_ISSUE
"Customer reports power failure. Checked the power socket, which was wet from a spill.",NON_QUALITY_ISSUE
"Motor runs, but drum is jerking. Faulty triac on the motor control board (MCB) leading to inconsistent power delivery.",QUALITY_ISSUE
Customer is confused about the spin speed options. Requested clarification on RPM settings.,NON_QUALITY_ISSUE
Loud metallic squeal. Drum spider arm bearing race has completely seized up.,QUALITY_ISSUE
Water won't drain. Technician found a large buildup of lint and hair blocking the drain path.,NON_QUALITY_ISSUE
Unit trips main breaker. Short in the wiring harness near the drain pump connection.,QUALITY_ISSUE
Machine is shaking. Found a small loose piece of concrete on the floor underneath the unit.,NON_QUALITY_ISSUE
Door handle snapped clean off. Plastic hinge point fatigue failure.,QUALITY_ISSUE
Clothes are stiff. Advised customer on using a liquid fabric softener in the final rinse cycle.,NON_QUALITY_ISSUE
"Water backflows into the drum. Non-return valve is defective, fails to prevent backwash.",QUALITY_ISSUE
Customer reports cycle times are very long. Found customer is using the 'Extra Dirty' pre-wash option constantly.,NON_QUALITY_ISSUE
Display panel is erratic. Membrane switch array is failing due to moisture ingress.,QUALITY_ISSUE
"Machine is very loud. Customer installed it in a small, closed utility room with hard surfaces.",NON_QUALITY_ISSUE
Drum is scratching the tub. Suspension rod mounting bush wore out prematurely.,QUALITY_ISSUE
Clothes are covered in white streaks. Customer is using too much powder detergent in a cold wash cycle.,NON_QUALITY_ISSUE
Error C7: Drain pump failure. Pump motor windings are open circuit.,QUALITY_ISSUE
Customer reports the lid will not open. Found a key stuck in the lid latch area.,NON_QUALITY_ISSUE
Machine fills with cold water only. Hot water valve actuator is stuck closed.,QUALITY_ISSUE
Drain hose is leaking. Customer failed to secure the hose with the provided retainer clip.,NON_QUALITY_ISSUE
Unit stops with error E6. Water heater element is shorted to ground.,QUALITY_ISSUE
Clothes are still dirty. Customer uses the lowest temperature setting for all heavily stained clothes.,NON_QUALITY_ISSUE
Loud clicking noise when unit fills. Inlet solenoid valve plunger is binding due to poor component tolerance.,QUALITY_ISSUE
Machine makes a strange noise. Found a loose screw rattling inside the cabinet base.,QUALITY_ISSUE
Customer reports a smell. Advised on cleaning the door seal frequently to remove soap residue.,NON_QUALITY_ISSUE
"Unit makes a grinding sound. Technician found a large metal object in the drain filter, not pump fault.",NON_QUALITY_ISSUE
Rust is forming on the drum shaft where it meets the bearing. Poor surface treatment.,QUALITY_ISSUE
Clothes are too tangled. Advised customer to use a lower spin speed for mixed delicate loads.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Faulty communication line between the main board and the motor control board.,QUALITY_ISSUE
"Customer used excessive amounts of baking soda to clean the drum, clogging the drain pump.",NON_QUALITY_ISSUE
Drum not rotating. Motor brushes worn down prematurely after 9 months.,QUALITY_ISSUE
Machine is vibrating. Technician found the anti-vibration rubber feet were cracked and ineffective.,NON_QUALITY_ISSUE
Water leaks from the back. Technician found the fill valve was leaking onto the rear panel from a crack.,QUALITY_ISSUE
Customer reports clothes are ripped. Found a loose bolt inside the drum from a previous service job.,NON_QUALITY_ISSUE
Main control board is dead. Power surge damaged the input filter section of the PCB.,QUALITY_ISSUE
Clothes are still damp. Customer only used the 'Air Dry' setting (combi unit).,NON_QUALITY_ISSUE
Loud thumping noise during spin. Broken plastic base plate for the shock absorber.,QUALITY_ISSUE
"Drain hose is leaking. Customer failed to properly attach the U-bend to the standpipe, causing splash-back.",NON_QUALITY_ISSUE
Machine stops with E40 error. Door interlock solenoid is weak and fails to latch the heavy door.,QUALITY_ISSUE
Customer reports water not filling. Found a major pressure drop in the entire apartment building water supply.,NON_QUALITY_ISSUE
Loud scraping during spin. Drum support bearing race is pitted and corroded.,QUALITY_ISSUE
"Clothes have lint. Customer is washing dark, delicate synthetic fabrics with cotton towels.",NON_QUALITY_ISSUE
Intermittent power failure. Loose power cable connector on the back of the machine.,QUALITY_ISSUE
Machine is dead. Found the customer's remote-controlled outlet switch was turned off.,NON_QUALITY_ISSUE
Water leaks from the drain pump connection. Pump seal deformed during factory installation.,QUALITY_ISSUE
Customer complaints of detergent residue. Advised on the correct fill line for powder detergent.,NON_QUALITY_ISSUE
Drum is not rotating. Motor control board failed due to internal component overheating.,QUALITY_ISSUE
Clothes are still soapy. Customer uses a heavily concentrated detergent and double the recommended dose.,NON_QUALITY_ISSUE
Error F14: Main PCB failure. Processor is failing under load.,QUALITY_ISSUE
Machine shakes heavily. Technician found the machine was not securely fastened to the wall bracket (commercial unit).,NON_QUALITY_ISSUE
"Water is continuously filling. Inlet valve is leaking internally, even when closed.",QUALITY_ISSUE
Customer reports slow fill. Technician found the customer's hose bib outside was only opened slightly.,NON_QUALITY_ISSUE
Display is pixelated and unreadable. Faulty ribbon cable connection to the LCD screen.,QUALITY_ISSUE
Clothes are too stiff. Advised customer on using a gentler tumble cycle for shirts.,NON_QUALITY_ISSUE
Loud buzzing noise when draining. Drain pump impeller scraping the housing due to poor casting.,QUALITY_ISSUE
Customer used heavy-duty degreaser which degraded the plastic housing of the detergent drawer.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Water level sensor cable is corroded and sending intermittent signals.,QUALITY_ISSUE
"Water won't drain. Found a small toy stuck in the drain filter, not pump fault.",NON_QUALITY_ISSUE
Drum spider arm snapped at the weld joint. Critical structural failure after 2 years.,QUALITY_ISSUE
"Customer requesting service for replacement drain pump filter cap, which was lost during cleaning.",NON_QUALITY_ISSUE
"Unit fails to heat water. Thermistor is reading too high, causing the board to prevent heating.",QUALITY_ISSUE
Clothes are wrinkled. Customer is running high spin speed on light synthetic fabrics.,NON_QUALITY_ISSUE
